tam, secuencial, paralelo, numerohilos
1200, 29531, 12918, 3
1200, 29388, 12840, 3
1200, 29501, 12610, 3
1200, 29521, 12671, 3
1200, 29335, 12940, 3
1200, 29363, 12708, 4
1200, 30508, 13604, 4
1200, 29702, 13162, 4
1200, 30086, 13403, 4
1200, 30886, 13257, 4
1200, 29425, 12815, 4
1200, 29591, 12989, 4
1200, 29269, 12756, 4
1200, 29427, 12673, 4
1200, 30037, 13431, 4
1200, 29411, 12838, 5
1200, 29463, 12753, 5
1200, 29542, 13297, 5
1200, 34281, 13826, 5
1200, 32341, 15588, 5
1200, 29944, 12670, 5
1200, 29039, 13014, 5
1200, 30286, 12836, 5
1200, 29428, 12762, 5
1200, 29564, 12773, 5
1200, 29456, 12773, 6
1200, 29453, 12727, 6
1200, 29553, 12863, 6
1200, 29520, 12799, 6
1200, 29241, 13809, 6
1200, 29457, 12626, 6
1200, 30559, 13427, 6
1200, 29699, 12809, 6
1200, 29341, 12886, 6
1200, 29526, 13284, 6
1200, 29820, 12894, 7
1200, 29705, 12851, 7
1200, 29529, 12905, 7
1200, 31101, 14863, 7
1200, 31337, 15035, 7
1200, 33686, 14923, 7
1200, 31774, 15099, 7
1200, 29223, 12726, 7
1200, 29116, 12742, 7
1200, 29076, 12725, 7
1200, 29100, 13094, 8
1200, 30966, 13375, 8
1200, 174935, 89957, 8
1200, 59023, 12792, 8
1200, 29606, 43989, 8
1200, 29585, 12825, 8
1200, 29524, 12788, 8
1200, 30604, 12665, 8
1200, 29402, 12814, 8
1200, 29499, 12732, 8
1500, 61916, 27281, 2
1500, 61583, 27067, 2
1500, 62227, 1.58789e+07, 2
1500, 397891, 182051, 2
1500, 391857, 157093, 2
